,rho,650_src,660_src,670_src,680_src,690_src,700_src,710_src,720_src,730_src,740_src,750_src,760_src,770_src,780_src,790_src,800_src,810_src,820_src,830_src,840_src,850_src,860_src,870_src,880_src,890_src,900_src,910_src,920_src,930_src,940_src,950_src,960_src,970_src,980_src,990_src,650_dst,660_dst,670_dst,680_dst,690_dst,700_dst,710_dst,720_dst,730_dst,740_dst,750_dst,760_dst,770_dst,780_dst,790_dst,800_dst,810_dst,820_dst,830_dst,840_dst,850_dst,860_dst,870_dst,880_dst,890_dst,900_dst,910_dst,920_dst,930_dst,940_dst,950_dst,960_dst,970_dst,980_dst,990_dst,hhb,hbo2,ca,na
63,15,0.05239,0.09145,0.15138,0.22054,0.34126,0.46765,0.58801,0.70197,0.8385100000000001,0.9295,0.98146,1.00625,0.9481700000000001,0.8888299999999999,0.76683,0.6661600000000001,0.51564,0.41881,0.29365,0.21026999999999998,0.1343,0.07786,0.061770000000000005,0.0274,0.01237,0.022430000000000002,0.0,0.0,0.01066,0.01792,0.01182,0.01236,0.0,0.0,0.0,0.0,0.0,6.488602583477212e-14,3.9557834101775536e-15,0.0,0.0,2.168495317405529e-13,2.9291559483600475e-13,5.796134469708614e-13,6.90878260247768e-13,0.0,0.0,6.935040581244539e-13,8.429528975259174e-13,2.438007246251818e-12,3.2913899002306034e-12,3.214205588445516e-12,2.125850173031821e-12,1.2077294829054405e-12,6.593742162521258e-13,0.0,1.6478863680735793e-13,1.0462934766478361e-13,6.557845089970087e-14,0.0,0.0,0.0,1.014964452425983e-14,0.0,8.486609242412128e-14,3.2342775663662927e-15,0.0,0.0,1.485266387438423e-14,0.0,7.76,3.99,7.44,0.0
65,15,0.0,0.01623,0.014969999999999999,0.00935,0.0,0.01242,0.0002,0.00778,0.013009999999999999,0.02157,0.0070599999999999994,0.0035700000000000003,0.04213,0.09548,0.22596999999999998,0.34383,0.55373,0.71637,0.8769399999999999,0.9648399999999999,1.00804,0.96811,0.8489,0.7247600000000001,0.60241,0.48026,0.3536,0.29331999999999997,0.19292,0.13427,0.09715,0.07331,0.04485,0.03338,0.01436,0.0,0.0,1.855310571215896e-16,0.0,1.5571436198783675e-15,0.0,0.0,7.079738000359079e-16,0.0,0.0,3.1079852238219553e-15,0.0,6.771409655862452e-16,6.6170773500656645e-16,2.081247471499831e-14,6.578600989100011e-14,1.5581286162226396e-13,1.6562240878580462e-13,1.709948476791059e-13,1.3139590521801455e-13,0.0,0.0,8.056417308803525e-14,3.352670421229512e-14,9.732741475111451e-15,3.1104856553359367e-14,0.0,0.0,6.371933013767356e-15,7.78982953812484e-15,4.141483545258107e-15,0.0,3.2745075370550395e-15,0.0,2.479885810806147e-14,12.9,3.96,16.19,1.24
66,15,0.25473,0.32174,0.46745,0.55381,0.68919,0.8283299999999999,0.91065,0.99097,0.9820700000000001,0.99065,0.94724,0.8690700000000001,0.73928,0.60675,0.51367,0.38914,0.30158,0.21694000000000002,0.13502,0.08836000000000001,0.0672,0.018119999999999997,0.02402,0.018359999999999998,0.0,0.00344,0.0,0.01475,0.0162,0.01116,0.0,0.0,0.0,0.006529999999999999,0.00245,0.0,3.33117150899156e-14,0.0,0.0,3.5009345547184053e-15,1.0057880170854041e-13,1.087268651738348e-14,8.617159002146072e-14,9.864253380773263e-15,1.652636062595399e-13,0.0,1.8176349241923416e-13,0.0,0.0,2.0602290635450562e-13,5.111909427492176e-13,6.433707148877739e-13,4.486845763891216e-13,1.856624259807346e-13,5.4482910690222424e-14,0.0,2.0290435765892897e-14,7.168984274420441e-15,0.0,0.0,7.205419911286919e-15,0.0,1.0249118257395844e-14,1.716152111498806e-14,1.1018765199562905e-14,3.218412185886705e-15,0.0,0.0,2.0357706413868854e-14,2.4895497175960685e-14,10.57,2.17,13.39,3.19
67,15,0.00784,0.0,0.00627,0.0,0.0,0.0,0.0118,0.00036,0.023780000000000003,0.01121,0.024480000000000002,0.08519,0.11352999999999999,0.20198,0.29830999999999996,0.44093999999999994,0.5878399999999999,0.75667,0.9115700000000001,0.96873,1.01275,0.9557399999999999,0.86345,0.7097100000000001,0.53842,0.41163,0.24691999999999997,0.18272,0.09379,0.060160000000000005,0.02773,0.0162,0.013619999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.06099081230579e-15,0.0,5.133634521722164e-15,0.0,2.379216054519546e-15,0.0,3.7660672780339995e-14,1.2491029156193006e-13,2.455205003623366e-13,2.472396717502391e-13,2.971890742066646e-13,2.569019764281541e-13,2.2201036471556085e-13,2.3588449662982165e-13,1.8206319741990208e-13,5.702814654895143e-14,7.488492111722547e-14,3.8986241319366754e-14,0.0,3.7025615627493724e-15,1.1377487126075348e-14,7.638388725774546e-15,0.0,0.0,5.167761434057202e-15,3.818208023585349e-15,2.1280207987407453e-15,13.03,4.45,8.49,0.47
70,15,0.00499,0.0012699999999999999,0.0,0.014119999999999999,0.0,0.02812,0.027739999999999997,0.0184,0.0427,0.048530000000000004,0.08589,0.09777000000000001,0.13526,0.20548000000000002,0.28841999999999995,0.35711,0.42378000000000005,0.5314300000000001,0.6388,0.73243,0.8406100000000001,0.88749,0.97078,0.9991700000000001,0.9953,0.98035,0.9236,0.8558399999999999,0.78964,0.69099,0.61307,0.50451,0.42518999999999996,0.32861,0.25735,5.852235177472612e-13,8.222259331310699e-13,5.049223622050163e-13,0.0,2.584201579859205e-13,0.0,0.0,0.0,9.958433346491263e-13,9.409595966639818e-13,0.0,1.2434216556562107e-12,0.0,0.0,1.2646323765598363e-11,2.4133666262006323e-11,3.5065638183634016e-11,0.0,4.13431018163188e-11,3.8554684769733864e-11,3.825427699435632e-11,0.0,0.0,0.0,2.960054458797308e-11,0.0,3.563005243240705e-11,3.235787137164792e-11,2.1010474405766547e-11,0.0,5.191677662105541e-12,8.090202901111507e-13,5.322735442052004e-12,2.4437175864052808e-11,7.261576776622613e-11,5.45,1.92,7.09,0.0
77,15,0.12193,0.15813,0.16353,0.18985,0.21079,0.22551999999999997,0.26791,0.29502,0.30085,0.34915,0.40984,0.45458000000000004,0.5081399999999999,0.58953,0.6763600000000001,0.77325,0.8194600000000001,0.9117200000000001,0.9898899999999999,1.00365,1.01496,0.97959,0.91464,0.84146,0.74983,0.6554,0.55917,0.52569,0.42694,0.38852,0.33299999999999996,0.28844000000000003,0.27793,0.26124,0.22480999999999998,0.0,1.0230797032590592e-14,0.0,4.8185950691055036e-17,0.0,0.0,0.0,3.166118421775032e-14,1.0784096448929218e-15,1.729498613865857e-14,0.0,0.0,2.2351897402299656e-14,2.0539415957317014e-13,7.720436103985385e-13,1.3621911235306723e-12,1.6219335380815602e-12,1.5976606785136624e-12,0.0,9.926268874293294e-13,8.769982454610482e-13,7.771280449981732e-13,5.15245536490511e-13,3.2335276592160697e-13,4.4249858451585604e-14,8.661763097892265e-14,4.7056620798485425e-14,8.666381613725347e-14,1.4820130359213251e-13,0.0,4.300302552530856e-14,8.067914918983728e-15,3.836814485372834e-14,2.59314219512624e-13,9.891202313141451e-13,7.16,5.47,10.96,3.68
80,15,0.25421,0.32038,0.42231,0.47053999999999996,0.59033,0.67576,0.75552,0.85413,0.9289200000000001,1.01302,1.00132,0.90579,0.75305,0.51374,0.27055999999999997,0.1249,0.04038,0.01651,0.01722,0.0,0.01923,0.00047000000000000004,0.01694,0.0,0.01944,0.0018100000000000002,0.0,0.0016,0.008879999999999999,0.0,0.0,0.0,0.00033999999999999997,0.0,0.01439,0.0,0.0,0.0,6.139674654768569e-14,1.929935299374848e-15,2.330744545134517e-15,0.0,8.154560370985794e-14,0.0,1.0810477225231403e-15,2.122710601932159e-15,1.3484190743711045e-13,9.772738728023726e-14,1.465795025270354e-13,2.2422022629839735e-13,1.4641059677275408e-13,5.93980864066223e-14,2.6659716915916197e-14,1.8384499293217182e-14,0.0,1.0289077557114516e-14,0.0,1.0079766268564028e-14,0.0,2.7849276928195096e-16,6.735892173462108e-16,6.200919114389148e-16,0.0,5.712333475478332e-15,3.827374336290967e-15,0.0,0.0,1.7389391907248549e-15,3.4992515868396247e-15,1.1985433940246073e-13,9.39,4.34,9.45,2.48
81,15,0.43542,0.49508,0.61519,0.69312,0.74429,0.8492,0.9082899999999999,0.9627600000000001,0.97719,0.9863,1.0114100000000001,0.97756,0.92491,0.86754,0.8186399999999999,0.73207,0.6533100000000001,0.5624100000000001,0.46462,0.40765999999999997,0.34538,0.27413000000000004,0.20272,0.17556,0.14035999999999998,0.07658,0.0857,0.03204,0.03519,0.01493,0.0,0.02939,0.00078,0.0,0.00298,2.027234405147057e-14,0.0,7.305395608679829e-14,5.988087287063988e-14,0.0,6.972759332183271e-14,3.2414428705378362e-15,0.0,0.0,0.0,7.519426140991153e-14,5.936026169897886e-14,0.0,2.049363298234402e-13,5.985104299817577e-13,7.127657877579768e-13,7.286409439200521e-13,6.524775097818863e-13,4.311346786288305e-13,2.721862295927224e-13,1.6147555491049474e-13,1.7813337032004446e-13,1.0372284759207898e-13,5.477286030505639e-14,4.5196064908259056e-14,1.9666468596213867e-14,3.399792991671723e-14,1.9410613642511243e-14,1.3007555192907048e-14,0.0,1.2086804668220579e-14,0.0,1.4083658016971305e-14,1.1944434210857276e-14,1.8860455440406416e-14,10.26,4.68,7.64,0.53
87,15,0.09341,0.12721,0.17790999999999998,0.18535,0.24518,0.31114,0.3457,0.42523999999999995,0.462,0.5333399999999999,0.6146699999999999,0.67893,0.7339,0.8335,0.8698799999999999,0.9163600000000001,0.94301,0.9766299999999999,1.01168,1.01711,0.98888,0.96936,0.94037,0.8895200000000001,0.83593,0.7669199999999999,0.71591,0.60939,0.5783699999999999,0.47048,0.40769,0.34715,0.29975999999999997,0.26621,0.21846,9.09565813863468e-14,0.0,1.8591278635057628e-13,0.0,0.0,6.120718008772347e-15,0.0,0.0,0.0,1.7071954934516974e-13,2.32437626747148e-13,1.0835325061998845e-13,0.0,1.703469252286484e-12,5.494627660382745e-12,1.079716582046186e-11,1.3472510464913753e-11,1.2591511962083439e-11,1.1317217982515574e-11,6.3497002661078254e-12,0.0,5.913749744544079e-12,5.460669833540659e-12,4.113634375978677e-12,2.715736955274817e-12,2.708132026895448e-12,4.0852866515861935e-12,3.1298496288788682e-12,0.0,7.979655599216302e-13,0.0,0.0,0.0,2.2142244323099647e-12,1.2097601120804331e-11,7.27,2.17,11.82,0.0
92,15,0.06769,0.09661,0.12557000000000001,0.16989,0.18846,0.24079,0.30582,0.36701999999999996,0.43427,0.5240199999999999,0.58565,0.66223,0.73582,0.81218,0.8837299999999999,0.95035,0.98006,1.0163200000000001,0.94826,0.80878,0.62033,0.44291,0.23936999999999997,0.13128,0.03032,0.01736,0.00054,0.0,0.0,0.0,0.01835,2.9999999999999997e-05,0.01375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7642486347755664e-13,2.398381201481621e-13,2.684161094202837e-13,2.758177465140802e-13,6.270277485902009e-14,3.1302878634865803e-13,1.0221721421952624e-12,0.0,0.0,5.133540614672003e-12,4.872847658021666e-12,3.4034224063233376e-12,2.060593673493417e-12,1.2212592625246653e-12,9.73933648356988e-13,3.356065367253823e-13,0.0,1.2957329994504935e-13,0.0,0.0,0.0,8.193576767660714e-14,8.125948511048667e-15,0.0,0.0,8.690276466538997e-14,3.271060654973049e-14,7.212563271693563e-14,7.11,4.48,9.25,0.0
96,15,0.17057999999999998,0.21461999999999998,0.25845999999999997,0.31748000000000004,0.37811,0.43478,0.53235,0.58992,0.66905,0.7753,0.8426,0.90679,0.96959,1.01521,1.00547,0.9750700000000001,0.90233,0.80498,0.6743399999999999,0.54582,0.43138999999999994,0.30977,0.21284,0.14035,0.09782,0.04055,0.01378,0.03057,0.022109999999999998,0.0,0.01396,0.01384,0.00761,0.00344,0.01141,0.0,0.0,0.0,0.0,2.3344557596616842e-14,5.090769543887379e-14,7.320340719042978e-14,5.072823488704944e-14,1.6390790648797243e-13,1.788613175757395e-13,2.413244399217659e-14,0.0,0.0,7.05376187280274e-13,2.53811906763887e-12,3.78039619937134e-12,3.8493721281302495e-12,3.0337612537381408e-12,2.1082180648038517e-12,1.2738744749212826e-12,7.79630626591628e-13,5.844679549570467e-13,3.6742963903001294e-13,1.5471584446544095e-13,0.0,0.0,0.0,8.897278918010647e-14,0.0,0.0,0.0,1.1909852165696183e-14,0.0,0.0,1.4357879365222509e-13,7.58,4.37,7.92,2.35
100,15,0.00897,0.0,0.015580000000000002,0.015369999999999998,0.05322,0.058120000000000005,0.08965,0.12115999999999999,0.1859,0.29577,0.35909,0.45911,0.5795399999999999,0.69691,0.8244799999999999,0.91599,0.96214,0.9958799999999999,1.00737,0.9583,0.91048,0.79523,0.7154699999999999,0.59412,0.46962,0.35439,0.28245,0.20427,0.1544,0.09473999999999999,0.08212,0.03322,0.016640000000000002,0.0039700000000000004,0.0,0.0,3.726439321206097e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.480596859358719e-15,5.897308272860315e-15,0.0,4.9255985638451485e-14,1.5811387769303265e-13,2.8514639417328235e-13,4.2445646646282776e-13,3.785525365422794e-13,2.508362366815252e-13,0.0,2.127607558676647e-13,1.7231450678761353e-13,9.656189000785471e-14,0.0,2.6475048875525448e-14,1.8594592198396526e-14,0.0,0.0,0.0,6.104227885377953e-15,8.545445835063507e-15,1.4646089290827474e-15,0.0,0.0,4.234350313704768e-15,9.85,5.09,13.58,7.82
103,15,0.39289,0.4757,0.5956,0.71007,0.83125,0.88349,0.98544,1.00658,1.0079799999999999,0.9809,0.8952,0.80156,0.7208899999999999,0.61227,0.47053,0.39337,0.28567,0.19697,0.14842,0.0902,0.08802,0.06383,0.031010000000000003,0.00554,0.0,0.0,0.0,0.0,0.0,0.011909999999999999,0.01151,0.00324,0.02,2.9999999999999997e-05,0.0,0.0,0.0,1.1686187938689106e-14,4.1271580982042386e-14,8.502529781561844e-15,2.054090115492253e-15,6.286456030096752e-14,2.283348735638291e-13,0.0,1.3327609516956756e-14,0.0,0.0,0.0,2.7269034370353644e-13,7.221232959146722e-13,9.195888232071644e-13,7.685740765365684e-13,4.313252652196089e-13,2.923752722052496e-13,1.580454536398343e-13,1.5593955740383053e-13,9.579157077123172e-14,1.6888580804191503e-14,0.0,9.012913222478977e-15,0.0,1.5297080043325706e-14,1.1883395892151744e-14,1.0130057981185603e-14,5.96053902737241e-15,1.2372389587700957e-14,0.0,2.2354109413758396e-14,3.0092478423614608e-15,0.0,8.63,4.97,3.53,3.27
105,15,0.27038,0.34844,0.45474,0.59209,0.75876,0.92314,1.01224,0.94689,0.7881100000000001,0.64166,0.49933,0.39352,0.28043,0.25031,0.18233,0.13979,0.13864,0.11101,0.10094,0.08252999999999999,0.06325,0.07193,0.054779999999999995,0.03403,0.04887,0.04842,0.03369,0.01395,0.0478,0.04195,0.00763,0.030180000000000002,0.04042,0.0033399999999999997,0.00305,3.0762108496645797e-15,0.0,1.3709473654998808e-16,0.0,1.3667645263882297e-15,0.0,0.0,2.945283895097053e-14,0.0,5.478610432575881e-16,1.3889255631630694e-13,0.0,2.674650192432773e-15,3.513777363319132e-14,0.0,1.8344930312260493e-13,0.0,1.7962026400547603e-13,0.0,0.0,6.129250978295988e-14,8.336310430805331e-14,0.0,6.8769266393859965e-15,1.589498215040181e-14,1.3079906709591148e-14,3.895121670123893e-15,0.0,2.424694334969292e-16,1.32000739425842e-14,0.0,0.0,1.5434978519932493e-14,1.1581955183344396e-14,4.502421016756662e-14,10.72,3.01,8.88,5.22
