,rho,650_src,660_src,670_src,680_src,690_src,700_src,710_src,720_src,730_src,740_src,750_src,760_src,770_src,780_src,790_src,800_src,810_src,820_src,830_src,840_src,850_src,860_src,870_src,880_src,890_src,900_src,910_src,920_src,930_src,940_src,950_src,960_src,970_src,980_src,990_src,650_dst,660_dst,670_dst,680_dst,690_dst,700_dst,710_dst,720_dst,730_dst,740_dst,750_dst,760_dst,770_dst,780_dst,790_dst,800_dst,810_dst,820_dst,830_dst,840_dst,850_dst,860_dst,870_dst,880_dst,890_dst,900_dst,910_dst,920_dst,930_dst,940_dst,950_dst,960_dst,970_dst,980_dst,990_dst,hhb,hbo2,ca,na
43,10,0.01681,0.00643,0.024059999999999998,0.06261,0.08836000000000001,0.13906,0.23495,0.33141,0.47173000000000004,0.61293,0.7431800000000001,0.8680700000000001,0.9461299999999999,1.00681,0.99441,0.96786,0.89392,0.8174899999999999,0.70938,0.62253,0.51388,0.43615,0.35302,0.2754,0.21293,0.19259,0.11388,0.1003,0.08537,0.05886,0.027630000000000002,0.03826,0.00115,0.02766,0.02563,0.0,0.0,7.341125946504653e-12,1.7886149243089875e-12,5.3411395226631725e-12,0.0,2.736257790115198e-12,0.0,1.5017573273586658e-11,0.0,5.67373423685711e-12,7.51927590455968e-12,2.5989991476226935e-12,7.090790716067994e-11,0.0,3.931396678815837e-10,3.844619123381057e-10,3.687455456940137e-10,2.7550646818160297e-10,2.353407026811396e-10,0.0,1.3854268369295714e-10,9.79852241140796e-11,5.092735087651061e-11,1.893014218667732e-11,4.740868715568186e-12,0.0,6.8206724465100346e-12,1.6204368532165388e-11,3.532325687195818e-12,0.0,4.968645087500491e-12,0.0,2.1805135423520322e-11,0.0,11.45,3.99,9.34,5.42
46,10,0.0,0.02291,0.02962,0.0264,0.05816,0.060360000000000004,0.14676,0.19851,0.28819,0.42158999999999996,0.57803,0.71833,0.84583,0.9540799999999999,0.9952799999999999,1.01075,0.94332,0.8517600000000001,0.7084600000000001,0.57171,0.429,0.29539,0.20282,0.13802,0.07797,0.027160000000000004,0.02392,0.0020399999999999997,0.00704,0.0,0.01273,0.0,0.0,0.00943,0.0,3.152155407231879e-11,0.0,3.0881725247652746e-11,0.0,0.0,0.0,8.291159881074087e-11,0.0,0.0,0.0,2.5226083411697494e-12,2.2639484878390856e-10,4.4212403810944735e-10,1.5235159225437133e-09,3.3186147485222715e-09,4.643382964566653e-09,4.9947271678829435e-09,0.0,2.974524852757459e-09,0.0,1.5276071088715854e-09,1.082706060404399e-09,6.23190952788258e-10,1.943826569335934e-10,1.2552021535810877e-10,0.0,0.0,3.048920706279561e-11,4.61210769889108e-11,0.0,1.1100616493107677e-10,2.8847388115237818e-11,0.0,6.379422125412804e-11,5.913185950355469e-11,5.67,3.05,6.37,4.27
49,10,0.38928,0.44941000000000003,0.5139600000000001,0.62878,0.72473,0.8455799999999999,0.94475,0.98618,1.01304,0.94955,0.8578100000000001,0.7814800000000001,0.66527,0.5573,0.49076000000000003,0.39653,0.35775,0.29318,0.2725,0.22414,0.18682,0.17701,0.13759000000000002,0.14502,0.12190999999999999,0.12417,0.07831,0.08725,0.07193,0.07257999999999999,0.07229,0.07196,0.056960000000000004,0.04823,0.06888999999999999,0.0,0.0,2.147343065750066e-12,5.469176531266725e-12,9.148713837098985e-13,0.0,0.0,6.139340713126061e-13,2.4241101122247156e-12,0.0,2.0531623023648607e-12,2.099703838705035e-11,0.0,5.5498538183397437e-11,1.1886769296072288e-10,1.5840650732237832e-10,0.0,1.3356086929289479e-10,1.0639074867279932e-10,6.635805256662886e-11,5.36652479840025e-11,4.895638761509072e-11,3.379775473381988e-11,0.0,7.298334458434017e-12,4.555990625155176e-12,0.0,7.989438961156005e-12,1.0154947573923855e-11,7.184637176571322e-12,4.004465095091899e-12,6.988767102193607e-13,2.221009543665981e-12,2.429066325680077e-11,0.0,10.13,4.41,12.6,5.45
54,10,0.49501999999999996,0.59097,0.65772,0.74583,0.8496100000000001,0.90546,0.9670799999999999,1.01371,0.9693299999999999,0.9175,0.8292299999999999,0.75655,0.65636,0.56124,0.50467,0.43412,0.37826,0.33573000000000003,0.30103,0.26106,0.2065,0.20972,0.17623,0.16059,0.16154000000000002,0.14520999999999998,0.13543,0.12809,0.08133,0.09892000000000001,0.0836,0.08688,0.07203999999999999,0.08312,0.04893,9.006168730152525e-11,6.7800632832281465e-12,1.8773617011940467e-10,4.908659646519343e-11,1.3904460427422184e-10,1.5487727320326287e-10,1.7096263163505352e-12,0.0,0.0,0.0,2.427187924535992e-10,0.0,2.5057788708123705e-10,7.533837343258246e-10,1.3876112574282861e-09,1.4841437096156784e-09,1.6343270878409572e-09,0.0,1.1154354526140901e-09,0.0,6.783414032209368e-10,6.773610223950998e-10,4.3871986417610084e-10,2.831922815944765e-10,2.65185982282222e-10,1.9705288667396188e-10,2.4838207614937575e-10,1.9804597554893757e-10,1.5044790072082337e-10,1.9169237202349667e-10,0.0,8.621033666541475e-11,1.5513217612348987e-10,5.681445956850374e-10,6.772132777615934e-10,7.87,2.1,6.2,1.02
55,10,0.92469,1.0129700000000001,1.00488,0.9413100000000001,0.8616299999999999,0.70214,0.5531,0.3982,0.26684,0.19124000000000002,0.11243,0.07812999999999999,0.030410000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.00151,0.012830000000000001,0.0,0.0042899999999999995,0.0057799999999999995,0.015390000000000001,0.01592,0.0,0.0,0.00624,0.00013000000000000002,0.013580000000000002,0.00419,0.0,0.0,0.017759999999999998,0.0,0.0,0.0,4.413848366318843e-11,0.0,1.3165099950348684e-11,6.556762074811874e-13,0.0,9.838563980045935e-12,0.0,1.871431801657074e-12,4.819702419011271e-13,2.691921955077109e-12,0.0,5.200572898282451e-13,0.0,7.351527326612376e-13,0.0,0.0,1.5274490649118965e-12,0.0,0.0,4.141368383724553e-12,1.4804316063110012e-12,1.893241076264793e-12,2.8185415076416685e-12,5.219858580643604e-14,0.0,1.4378817241551565e-12,0.0,6.056490124853012e-12,0.0,0.0,5.307781320650136e-13,5.3525151232868326e-11,7.49,4.72,6.55,6.87
57,10,0.8903,0.9466200000000001,1.00876,1.013,0.9555299999999999,0.85749,0.7530899999999999,0.5918399999999999,0.44386000000000003,0.34988,0.24101,0.14518,0.09537000000000001,0.02424,0.0347,0.01564,0.0,0.00746,0.017419999999999998,0.0,0.017769999999999998,0.01484,0.0,0.0,0.0,0.0,0.0,0.01679,0.01243,0.0,0.0,0.01826,0.0,0.015819999999999997,0.0,0.0,0.0,5.920821393228451e-13,4.8881690333437064e-11,7.235461331342703e-12,4.513080758720439e-11,3.580938067093028e-11,0.0,0.0,1.408035905406818e-11,1.5689293255811006e-11,0.0,0.0,8.247857616944228e-12,1.9560755750513036e-11,1.3708600914799341e-11,3.0529086143378193e-14,7.073553290303757e-12,1.3233221608990774e-11,0.0,0.0,1.0619143097813935e-11,0.0,0.0,2.426358739833363e-13,0.0,7.528758831809596e-13,2.1870490985257407e-12,1.8228352083439166e-12,0.0,0.0,3.0125199402458864e-12,0.0,1.6135860928301966e-11,0.0,8.43,4.71,8.29,5.22
59,10,0.0,0.0,0.01312,0.0134,0.0,0.01344,0.0,0.0,0.0,0.0,0.0,0.01099,0.0,0.00047000000000000004,0.00234,0.02188,0.00095,0.02652,0.042230000000000004,0.0917,0.11315,0.2182,0.28742,0.4173,0.5416,0.68348,0.81884,0.9231299999999999,0.9872299999999999,1.01779,0.9667,0.89849,0.79405,0.6324,0.49527,1.6987055631781385e-11,7.1307676459179156e-12,0.0,0.0,7.261599383590392e-12,0.0,1.4963396147342e-11,1.916580602990446e-12,0.0,1.0376386578384585e-11,0.0,0.0,0.0,0.0,0.0,0.0,2.3755049052605532e-11,3.7975062429377003e-11,2.5395465964470128e-11,7.636682439273686e-11,0.0,0.0,2.1226268265956607e-10,1.7570267389013928e-10,1.493439477138031e-10,0.0,1.5175785844136808e-10,2.477252836910281e-10,3.0723631928618786e-10,3.3097550287882494e-10,1.6547654667710197e-10,9.601402203642498e-11,1.5077496140167624e-10,5.791986972513315e-10,1.1905256134647115e-09,6.86,4.84,10.45,3.74
61,10,0.6701600000000001,0.77149,0.85295,0.9258200000000001,0.9933,0.9823799999999999,0.97875,0.9420200000000001,0.88955,0.79932,0.69298,0.56958,0.47672,0.37144,0.30096999999999996,0.22505999999999998,0.15415,0.08903,0.07026,0.03405,0.02309,0.0292,0.0,0.00488,0.0,0.01012,0.01093,0.0,0.01494,0.0,0.01288,0.019180000000000003,0.0013800000000000002,0.0095,0.00331,6.612670806977636e-11,0.0,0.0,1.0339672681213568e-10,1.0358947117235691e-10,1.1178995312049335e-11,0.0,0.0,6.5081887143718035e-12,1.0693595221061755e-10,1.2767531375494416e-10,1.2186929031968445e-11,0.0,3.449331213772536e-10,5.757201163448421e-10,7.027902337806545e-10,5.126184643560545e-10,0.0,1.9378512429837075e-10,7.530216952820963e-11,4.542420848654823e-11,6.270686909533531e-11,1.3233369786140011e-11,3.873559849457887e-12,1.0839004438724779e-11,1.0296442494000991e-11,0.0,2.9469392915255007e-12,2.614858609988613e-11,5.647912984399418e-12,1.6555625393141203e-12,9.737707856398884e-12,1.88536386231012e-12,3.63181409528633e-11,3.3466204736218186e-11,6.35,2.72,9.55,5.62
64,10,0.13164,0.11125,0.12833,0.1537,0.16969,0.15082,0.17540999999999998,0.2171,0.21618,0.22658000000000003,0.27952,0.29893000000000003,0.34642,0.35714,0.39875,0.46707,0.5128699999999999,0.59126,0.64347,0.70502,0.7838,0.8761200000000001,0.91924,0.97426,1.0119799999999999,0.9845,0.9740700000000001,0.9020799999999999,0.86577,0.7893600000000001,0.70499,0.62025,0.57921,0.49568999999999996,0.45803,0.0,0.0,0.0,5.6775538549997276e-12,0.0,2.7980136658019687e-12,0.0,0.0,0.0,0.0,4.033446715196652e-12,0.0,8.321521800021392e-12,0.0,2.007550997430362e-11,0.0,4.9949583696482707e-11,0.0,6.245062342682046e-11,5.272810013245295e-11,5.5003344931249287e-11,5.89671425262507e-11,6.738054844313607e-11,4.81356313045464e-11,3.637073275528085e-11,0.0,0.0,2.2928007157356806e-11,2.375421701932948e-11,3.2759769015319625e-11,3.794891573231335e-11,2.7772260862457433e-11,5.443098946349172e-11,1.499644448460756e-10,3.0343036656333546e-10,15.86,5.99,5.86,3.18
69,10,0.04463,0.1095,0.19471,0.32151,0.49751000000000006,0.71117,0.9027,1.0015,0.83454,0.42477,0.126,0.01609,0.0034700000000000004,0.00455,0.0,0.0022600000000000003,0.0088,0.0015,0.0,0.0087,0.01014,0.0,0.00316,0.0,0.0,0.01469,0.0,0.00117,0.0,0.01123,0.0,0.0,0.0,0.0,0.0,6.560831517774706e-12,0.0,1.4679970584473704e-11,0.0,5.478609895380753e-11,1.6666593482083385e-11,7.228639704273208e-13,1.4058630932727014e-10,0.0,0.0,1.817542262623813e-11,0.0,0.0,2.464451093293698e-12,2.5535841038602238e-12,2.989399287330754e-12,8.341691232514152e-12,2.1971819342426234e-12,2.5789897151373547e-12,7.94094507657727e-12,9.064231747708232e-12,0.0,3.4269906876215856e-12,0.0,2.404217762867234e-12,6.732601152215318e-12,2.3584806931577682e-12,3.0300523014497997e-12,1.0720125733990849e-12,8.722908011007016e-12,0.0,0.0,2.5923275327470443e-12,0.0,0.0,12.49,1.68,7.48,2.27
71,10,0.05026,0.040010000000000004,0.05445,0.07001,0.05434,0.07086,0.08111,0.11229000000000001,0.09347000000000001,0.13875,0.16544,0.18649000000000002,0.23289,0.29174,0.35889,0.47041000000000005,0.60219,0.73856,0.90084,0.99921,0.9746799999999999,0.84985,0.67923,0.5463600000000001,0.40268000000000004,0.3307,0.24975,0.19539,0.19038,0.1617,0.12535,0.09786,0.08677,0.08405,0.08900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.6582559914819059e-12,4.54748297457949e-12,2.5625776896509023e-12,0.0,0.0,3.283682682675894e-12,5.4810054794358325e-12,4.708919806364011e-11,1.1186944535425077e-10,0.0,0.0,0.0,0.0,3.294488254149081e-10,2.87535741369452e-10,0.0,1.7836534085227588e-10,7.981348145648212e-11,2.5547040926267094e-11,0.0,0.0,0.0,1.469045615362004e-11,0.0,0.0,1.3582640437307633e-11,9.990298881863196e-12,3.7363742971321464e-11,9.484815743394943e-11,8.92,6.28,8.32,5.42
90,10,0.0,0.00692,0.00905,0.0,0.0,0.0,0.0,0.01056,0.0,0.0,0.0,0.01123,0.01411,0.0,0.0,0.0,0.0071200000000000005,0.0,0.0,0.0,0.0092,0.02331,0.03174,0.14017000000000002,0.27221,0.49112,0.6984899999999999,0.9155399999999999,1.01111,0.98634,0.90445,0.77617,0.591,0.44111000000000006,0.33436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7498943207777565e-11,0.0,0.0,0.0,0.0,0.0,2.9400862437611344e-11,0.0,0.0,0.0,2.468173851915943e-11,0.0,0.0,0.0,6.610744707763086e-11,0.0,1.1481673134536484e-10,1.6025406214734756e-10,2.7047908530262143e-10,3.309056700253309e-10,3.4681050548202765e-10,6.539155395460905e-10,6.827811110820417e-10,5.417278974310767e-10,0.0,5.494552441321143e-10,1.3474922095717682e-09,0.0,10.38,2.76,5.82,1.39
93,10,0.12945,0.15287,0.14509,0.19904000000000002,0.21669000000000002,0.23693000000000003,0.26113000000000003,0.26452,0.32213,0.3644,0.39511999999999997,0.46201000000000003,0.49665,0.59629,0.68156,0.7524,0.8506,0.89613,0.97441,1.01549,1.0046700000000002,0.95049,0.8961600000000001,0.8383200000000001,0.7361,0.67124,0.59515,0.5352600000000001,0.44938,0.37882,0.33311999999999997,0.30254000000000003,0.26371,0.257,0.23976,0.0,1.9841624490351157e-12,0.0,0.0,0.0,2.7268904460543773e-12,0.0,0.0,0.0,1.1420532930463758e-11,1.0000755634342087e-10,1.5390389733477837e-10,3.914966195909617e-11,0.0,8.255946565224348e-10,1.5338057465001219e-09,1.990686802656496e-09,0.0,1.7584117272158635e-09,2.0127295369721016e-09,0.0,1.5673822480854554e-09,1.4762133575741296e-09,0.0,0.0,3.5446310066703094e-10,2.608308824749958e-10,2.069593241220273e-10,4.919624001515395e-10,4.248486295830543e-10,0.0,0.0,5.745760678641264e-10,0.0,2.361715603430587e-09,9.23,2.63,3.96,3.52
94,10,0.07014,0.09137999999999999,0.09236,0.08429,0.0847,0.09465,0.10157999999999999,0.12215,0.15596,0.15347,0.14668,0.19114,0.21563000000000002,0.21316,0.23751999999999998,0.27386,0.30609000000000003,0.36878,0.40278,0.48783000000000004,0.55808,0.61734,0.693,0.7784,0.88965,0.9257799999999999,0.9790000000000001,1.0183200000000001,0.98711,0.9219299999999999,0.8508,0.78656,0.6936399999999999,0.6098600000000001,0.53892,0.0,4.6294757771028893e-11,0.0,0.0,5.7150147349236674e-11,3.873169007737563e-11,3.760313607799658e-11,1.5599183772615095e-12,0.0,3.760550379000532e-11,0.0,2.589309983309893e-11,2.7237649259638537e-11,1.7616909894759113e-10,3.765705615347934e-10,6.246302509364593e-10,7.163703542486982e-10,9.551141375927814e-10,9.149294342619844e-10,0.0,1.1204624980821897e-09,1.2074860731458626e-09,1.0950767696691972e-09,0.0,2.487690573028746e-10,0.0,0.0,0.0,5.937339452838997e-10,7.560279801416922e-10,0.0,4.1641797303490204e-10,0.0,1.7767437798917085e-09,3.2648447970758243e-09,6.54,3.9,5.48,6.82
97,10,0.00526,0.01621,0.0,0.01936,0.00047000000000000004,0.01845,0.0,0.03457,0.022000000000000002,0.02456,0.06329,0.05434,0.10103,0.11925999999999999,0.15295999999999998,0.18475,0.25246,0.29636,0.34817,0.42266000000000004,0.4906,0.55283,0.6541,0.70565,0.77093,0.8416600000000001,0.9020799999999999,0.9383100000000001,0.98526,1.00786,1.00629,0.9726899999999999,0.9450200000000001,0.9395600000000001,0.87741,1.4673662540538838e-10,0.0,1.1085130147496232e-10,0.0,0.0,3.865230173603991e-10,3.09737403568792e-10,1.446921576981515e-10,0.0,5.043010157548034e-10,5.827204621915492e-10,9.733683730450562e-10,0.0,0.0,0.0,8.50519683905506e-09,1.0962037140844504e-08,0.0,1.0316261417586007e-08,9.351921310259125e-09,1.0000142520636064e-08,1.1382991527079973e-08,1.3754229095691165e-08,1.0869532016880318e-08,9.005547810791538e-09,1.1675151010572838e-08,1.2150336890531792e-08,1.2888537587126132e-08,1.4006343710744014e-08,9.443415897365915e-09,3.413543303249736e-09,1.403812929584484e-09,0.0,8.008708893978053e-09,1.9662665085022922e-08,0.03,3.06,10.0,1.31
