,rho,650_src,660_src,670_src,680_src,690_src,700_src,710_src,720_src,730_src,740_src,750_src,760_src,770_src,780_src,790_src,800_src,810_src,820_src,830_src,840_src,850_src,860_src,870_src,880_src,890_src,900_src,910_src,920_src,930_src,940_src,950_src,960_src,970_src,980_src,990_src,650_dst,660_dst,670_dst,680_dst,690_dst,700_dst,710_dst,720_dst,730_dst,740_dst,750_dst,760_dst,770_dst,780_dst,790_dst,800_dst,810_dst,820_dst,830_dst,840_dst,850_dst,860_dst,870_dst,880_dst,890_dst,900_dst,910_dst,920_dst,930_dst,940_dst,950_dst,960_dst,970_dst,980_dst,990_dst,hhb,hbo2,ca,na
56,20,0.23231,0.28696,0.37561,0.48253,0.58591,0.68943,0.75375,0.8576799999999999,0.9326399999999999,0.95834,0.99508,0.98039,0.96745,0.89776,0.84909,0.74316,0.67035,0.55918,0.45343999999999995,0.35464,0.3022,0.2321,0.17955,0.13188,0.07207000000000001,0.0553,0.034210000000000004,0.01142,0.009609999999999999,0.0,0.022869999999999998,0.0,0.0,0.00826,0.0,0.0,2.4556941655433275e-15,7.785923471213515e-15,2.076496103510876e-14,0.0,1.446123227983801e-14,0.0,1.836518052737172e-14,3.1225285877668884e-14,2.702316696081778e-14,1.45064604619119e-14,1.3414573859882373e-14,2.4166079393484165e-13,7.175704286541518e-13,0.0,1.6928846723154916e-12,1.4968777432419793e-12,9.99335000222613e-13,5.588391782204816e-13,2.838426097307515e-13,2.407617128991865e-13,1.3396340311394465e-13,1.1559294237040405e-13,0.0,0.0,2.759098291232573e-14,2.968139560458862e-14,1.244706887534753e-14,0.0,2.5070192835945237e-14,1.4770958749990287e-14,0.0,1.3535075336010667e-14,0.0,0.0,2.01,3.79,6.05,2.32
58,20,0.46368000000000004,0.55288,0.61152,0.71112,0.76057,0.8650399999999999,0.894,0.93485,0.9746100000000001,1.01371,1.0126899999999999,0.9727,0.9427,0.91081,0.8231200000000001,0.7804800000000001,0.7055600000000001,0.60988,0.52486,0.45883,0.38845,0.30819,0.24550999999999998,0.18279,0.1462,0.12727,0.08822999999999999,0.08288,0.03445,0.01644,0.00936,0.014730000000000002,0.027030000000000002,0.0,0.01987,0.0,0.0,7.890070924814445e-16,0.0,9.582746400953818e-16,5.219665708016983e-16,2.240380705104121e-16,0.0,5.364091069855863e-16,0.0,0.0,0.0,0.0,4.988575000045153e-16,1.4903900423561196e-14,4.4688816301170315e-14,5.049586282084162e-14,4.0351324915272806e-14,1.9149800151758275e-14,1.1053250529507048e-14,4.682130011418111e-15,6.698165084666645e-15,4.935474403497404e-15,3.4676915414541436e-17,1.3826481405326547e-15,1.4475651366608126e-15,1.1935133447422367e-15,1.2555701587083678e-15,0.0,0.0,5.301488018502128e-17,5.918575357711594e-17,0.0,0.0,0.0,7.25,2.48,11.08,0.18
68,20,0.00325,0.00573,0.00469,0.00855,0.0,0.016280000000000003,0.0322,0.06573,0.18875,0.3929,0.66655,0.9101,0.9849399999999999,0.9771799999999999,0.90685,0.83125,0.70457,0.63376,0.5303100000000001,0.43103,0.31438,0.2484,0.20634,0.13149,0.11553,0.08926,0.03431,0.05037,0.03547,0.0,0.012209999999999999,0.0,0.0,0.0,0.0,1.1578190936559277e-15,1.0531046467229661e-15,0.0,0.0,0.0,0.0,5.056238402072007e-16,0.0,0.0,0.0,1.4855510970567186e-15,1.7949868731729798e-15,2.125647094347252e-16,2.5562731094361955e-14,0.0,1.1097390269460068e-13,1.0235523665417017e-13,7.436222204321369e-14,0.0,2.9632425608752e-14,1.791697066714706e-14,1.4231415712059866e-14,0.0,2.7041245874029352e-15,2.6751874050763176e-15,2.84604831202662e-15,0.0,0.0,1.940242373201714e-15,1.1040576718600509e-15,2.958487605173286e-16,0.0,0.0,1.9501213663846714e-15,0.0,4.92,3.97,6.76,3.28
76,20,0.015,0.0,0.01977,0.0,0.0,0.01581,0.00798,0.0,0.0,0.0,0.027160000000000004,0.01554,0.03507,0.04048,0.10545999999999998,0.16017,0.20194,0.28207,0.40331,0.50853,0.63575,0.75517,0.88945,0.9736,0.98325,0.9802,0.9753299999999999,0.8903399999999999,0.7734800000000001,0.65018,0.53442,0.386,0.30744,0.20204,0.15972,0.0,0.0,0.0,7.691066137737454e-16,0.0,1.0924428388640662e-16,3.0990152996300917e-16,0.0,8.407562414881195e-16,1.7010510346257316e-15,0.0,0.0,0.0,1.6390665735300786e-15,5.566303624832432e-15,0.0,1.8666105028337252e-14,2.0867868266559018e-14,2.3724590716522558e-14,0.0,3.01946219465522e-14,2.8102758007424784e-14,3.477804527793541e-14,1.3596326012079586e-14,1.8161508796621414e-14,0.0,2.1561771139750863e-15,0.0,4.844698425071586e-15,4.6027417047466976e-15,7.181397963323684e-15,1.1569558826321412e-15,6.46682301404674e-15,2.9721435529742885e-14,9.202671659961638e-14,7.04,3.5,4.53,1.81
82,20,0.8166899999999999,0.88841,0.9435,1.00679,0.98367,0.94211,0.8524799999999999,0.7248899999999999,0.53035,0.36318,0.2183,0.11130999999999999,0.05414,0.02458,0.02607,0.01375,0.00015,0.00037999999999999997,0.00837,0.01342,0.0,0.01996,0.00885,0.0,0.00336,0.01319,0.00938,0.0,0.019809999999999998,0.0,0.01409,0.01977,0.00555,0.0,0.0,0.0,0.0,1.3961611654504285e-15,0.0,1.0789072640854707e-15,8.303667311112431e-16,0.0,1.8167423668986847e-17,4.008327037905483e-16,3.437526773223478e-16,2.809268839684404e-16,1.921953416708991e-16,4.9689454302039666e-17,5.493284041790007e-17,0.0,8.309832444147059e-17,9.329080369027536e-18,2.206657288971136e-18,5.679825448800778e-17,1.4129379183669065e-17,0.0,8.070920110695021e-17,0.0,2.5154797209273527e-17,0.0,2.4832722031085807e-18,0.0,0.0,0.0,0.0,4.053116765702149e-17,0.0,4.559422948185334e-17,2.6927375370723594e-17,0.0,9.33,4.36,5.04,2.06
83,20,0.08367999999999999,0.10380999999999999,0.13979,0.18325,0.19482,0.25237,0.31489,0.36958,0.45431000000000005,0.51341,0.57798,0.64268,0.69707,0.75993,0.84136,0.87861,0.9173600000000001,0.96399,0.98034,1.00986,0.99277,0.97677,0.94886,0.9151100000000001,0.86135,0.8054,0.73825,0.66193,0.5673600000000001,0.509,0.46057,0.40291,0.33765,0.25242,0.20906,8.056450641934223e-16,1.669846173788357e-16,5.147983819486482e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.543029346307037e-16,0.0,0.0,1.8523497391793885e-14,4.1942566722363744e-14,4.6953962150523917e-14,4.078629582298114e-14,0.0,1.3664807918247198e-14,1.2884397589170708e-14,1.5112453986401882e-14,1.0798641406536158e-14,4.75650813978378e-15,2.0501337915489751e-16,2.032380346436089e-15,0.0,7.245576847626693e-16,2.7014736199744644e-16,7.911564568027095e-16,0.0,4.485119047329644e-16,4.2411987933645695e-16,1.4473057360273066e-15,1.1292346454467698e-14,4.18,4.47,13.51,4.15
84,20,0.5685399999999999,0.65986,0.73798,0.8279700000000001,0.90533,0.98093,0.9905200000000001,0.9873799999999999,0.96472,0.8607899999999999,0.80067,0.69916,0.59982,0.5133300000000001,0.44643999999999995,0.40537,0.35759,0.29023000000000004,0.26686,0.25055,0.20668000000000003,0.19871,0.1699,0.13619,0.15438,0.1239,0.11262,0.1096,0.10833,0.08426,0.09917999999999999,0.05875,0.08705,0.048960000000000004,0.04357,5.3229391083358166e-17,6.827045074865644e-17,1.9114217730669147e-17,0.0,2.014834749980901e-17,1.2345301169039473e-15,0.0,9.908343165970871e-17,1.0584910411464448e-15,3.7937033349539404e-16,0.0,4.8860542436543217e-17,0.0,5.41703640981996e-16,3.1847670234476555e-15,6.087281566254435e-15,6.366215698372365e-15,4.617489763297832e-15,0.0,0.0,0.0,1.2436688383055869e-15,0.0,4.272067285102906e-17,0.0,0.0,0.0,2.2387280629442023e-16,0.0,2.6761308416036817e-16,0.0,2.3983365133178624e-17,1.1829586489600775e-16,6.19143558147794e-16,4.078918193837528e-15,7.33,3.44,11.3,4.62
86,20,0.10855999999999999,0.15508,0.21986999999999998,0.28515,0.32293,0.38961999999999997,0.46529,0.57911,0.6601100000000001,0.7394,0.79971,0.8902700000000001,0.9329299999999999,0.99111,0.99293,0.9877100000000001,0.9661,0.95049,0.88979,0.8428200000000001,0.7542300000000001,0.67271,0.6099399999999999,0.53147,0.42628999999999995,0.34224,0.27314,0.24500999999999998,0.17393,0.12658,0.10479000000000001,0.06002999999999999,0.050980000000000004,0.03178,0.0284,1.7492875239419666e-17,2.1361810113667767e-17,0.0,0.0,2.364711827311545e-17,1.865143308240796e-16,1.907308000453133e-16,0.0,5.317128694841539e-16,8.462069597789032e-16,6.30508369950234e-16,2.3619755640293983e-16,1.0734649158766158e-15,0.0,0.0,0.0,6.082683308769497e-16,1.8023419290636833e-15,3.088281614426065e-16,1.188398668776173e-15,1.2337108864903842e-15,0.0,0.0,3.2496245852579126e-17,3.8899831144380717e-16,1.5949698202683783e-16,0.0,0.0,2.0153293693773203e-16,5.936341994048308e-17,0.0,0.0,9.745939258702924e-17,3.2543208445634804e-16,0.0,14.43,2.72,6.03,3.65
89,20,0.01898,0.015059999999999999,0.03393,0.0485,0.07901,0.13364,0.18841,0.2635,0.39964,0.51322,0.6653600000000001,0.7793899999999999,0.88234,0.98167,0.9928799999999999,0.9898399999999999,0.93485,0.8335899999999999,0.69187,0.5524600000000001,0.42823,0.33181,0.20806,0.13798,0.07466,0.037360000000000004,0.03681,0.02992,0.0249,0.0,0.0,0.0,0.00962,0.01815,0.00455,7.16626860541271e-16,0.0,4.764155303763581e-16,0.0,0.0,0.0,0.0,5.546273495609778e-16,0.0,3.131596047530673e-17,0.0,0.0,1.4653634770599933e-15,6.219027078371083e-15,0.0,0.0,0.0,0.0,0.0,1.2740097490909458e-14,6.599740544719957e-15,0.0,1.3276995468267849e-15,1.0118006932030846e-15,0.0,3.1260222817848263e-16,7.073319537282086e-17,1.233439735020382e-16,4.221690526183143e-16,0.0,0.0,0.0,2.7213584284311533e-16,1.302926062054703e-15,1.1028805106609311e-15,6.21,5.3,2.74,2.47
95,20,1.01719,0.99823,0.99249,1.00645,1.0127700000000002,0.99359,0.9963200000000001,1.0069299999999999,1.0178399999999999,1.00767,0.99334,0.99516,0.9867299999999999,0.9815,0.98326,1.0065899999999999,1.00815,1.0153,1.00691,1.014,1.00621,0.9984200000000001,0.9813299999999999,0.98921,1.00502,1.01025,1.00994,0.9847299999999999,1.01671,0.9897600000000001,1.0015100000000001,0.9884200000000001,0.99654,0.98993,1.01912,0.0,0.0,7.255030870593378e-16,9.469612519752798e-15,0.0,0.0,0.0,0.0,0.0,0.0,2.393890598500543e-14,9.893915451904564e-15,3.0189125678026425e-16,0.0,0.0,9.649217620103868e-14,0.0,8.94285747273605e-14,6.04914432135463e-14,8.002730792035985e-14,5.667429733515032e-14,6.990677036454656e-14,4.1280988408654366e-14,8.885585208642252e-15,0.0,8.055384228502667e-15,1.5359930060983085e-14,3.909135241662401e-15,1.358309352425268e-14,6.643191026353814e-15,2.265748354340855e-14,1.539041174781992e-14,7.257028089391399e-15,0.0,6.868871588773051e-13,6.37,3.11,5.79,4.36
98,20,0.12737,0.16693,0.27788,0.38476,0.5109899999999999,0.65873,0.78128,0.92725,0.98855,0.94705,0.73334,0.42303,0.17952,0.0516,0.009559999999999999,0.0,0.00702,0.00303,0.0017399999999999998,0.0,0.01873,0.0,0.0038299999999999996,0.00481,0.0,0.00026000000000000003,0.0,0.01038,0.014280000000000001,0.0,0.0049,0.0,0.0,0.0024,0.00227,3.252353595797119e-17,7.10214719889934e-18,0.0,1.3571113131201988e-16,3.9291678517038086e-16,1.6599423045580336e-18,4.2248634674681805e-16,0.0,3.548281237850816e-16,2.4498170344512728e-17,5.753244902556079e-16,0.0,0.0,3.1288800709059206e-17,2.5998866664186384e-17,0.0,7.237323585522255e-17,2.5986243919817054e-17,1.8924959352825267e-17,1.1407086890781832e-17,4.399322241633506e-17,0.0,7.182598915463711e-18,2.1032324224032244e-17,2.926745356844073e-18,0.0,2.360274994893689e-19,1.390537226382973e-17,2.589755832706656e-17,9.967500343931607e-18,2.669029124665328e-18,0.0,1.0234253991098962e-17,2.547672410769841e-17,1.5278980750357588e-16,8.12,3.67,11.72,2.05
101,20,0.8249700000000001,0.90071,0.94868,0.9680200000000001,0.9736,1.00473,0.9874799999999999,0.96039,0.93368,0.8959999999999999,0.83388,0.7652,0.7175699999999999,0.63969,0.57392,0.49948000000000004,0.40768000000000004,0.34465999999999997,0.3158,0.24789,0.19491,0.1448,0.12692,0.11657000000000001,0.07917,0.06402000000000001,0.02223,0.03344,0.0174,0.030330000000000003,0.005370000000000001,0.0012699999999999999,0.00704,0.0006900000000000001,0.0,2.657488726680038e-16,7.377264520661745e-16,1.2226788750998528e-16,0.0,1.4464897700499235e-15,4.4174287444902605e-16,0.0,8.491115741528869e-18,0.0,2.2076524232203846e-16,3.0706090463794753e-15,2.7975948757805944e-16,0.0,6.873444002928157e-15,1.6727073647564742e-14,2.4970717626873765e-14,2.3866904567489687e-14,1.890341316878445e-14,1.1579959941417792e-14,6.425253462523207e-15,3.958395665980077e-15,2.753167255336891e-15,0.0,9.767818414409626e-16,0.0,7.164432347326901e-16,4.4048602215445783e-16,6.065459367745946e-16,0.0,0.0,7.330039198229672e-18,0.0,2.6373035272946246e-16,1.6924237342905086e-16,0.0,5.78,4.22,8.75,0.83
102,20,0.13946,0.21708000000000002,0.31409000000000004,0.40298,0.53535,0.62803,0.77289,0.86288,0.9428,0.99902,0.98795,0.96452,0.87077,0.77512,0.64607,0.52568,0.3866,0.29645,0.2194,0.14372000000000001,0.07991000000000001,0.053989999999999996,0.04494,0.0027300000000000002,0.0010400000000000001,0.0,0.0156,0.0,0.011559999999999999,0.013730000000000001,0.00468,0.0,0.01813,0.01878,0.0,0.0,1.1159909903524376e-17,0.0,3.715323438707112e-16,1.731000832043979e-17,5.5330331382471295e-16,6.679781908802222e-16,0.0,5.482344548776309e-18,1.0094095555950311e-15,1.0804756512893637e-15,1.3668025911766414e-17,0.0,0.0,2.8437493918040233e-15,3.2002762291522016e-15,2.4924923213446864e-15,0.0,0.0,3.4992250823189954e-16,2.804819500303483e-16,1.342994223649665e-16,7.068126159411092e-17,1.1728082847492995e-17,1.781197356842508e-17,0.0,0.0,1.4829651835391892e-17,0.0,1.2877257926303992e-19,2.466384580992209e-17,2.120556841814544e-17,9.943352949672343e-19,2.848331823489195e-16,2.9241601493093346e-17,9.01,4.39,5.66,3.54
111,20,0.01872,0.0,0.00156,0.0,0.026000000000000002,0.02893,0.12170999999999998,0.22958,0.36286999999999997,0.5623,0.80016,0.92765,1.0113299999999998,0.9683,0.80076,0.6197,0.45493999999999996,0.30432,0.17698,0.11500999999999999,0.05173,0.0074,0.0,0.0051600000000000005,0.0,0.0,0.015319999999999999,0.0,0.0,0.0,0.00784,0.00505,0.0009599999999999999,0.0,0.0,7.532729382463109e-17,0.0,3.952209360780964e-17,0.0,0.0,4.440381044782828e-17,0.0,2.0446547576836292e-16,3.0404550440732507e-17,1.6081861997830156e-16,1.8441372366081613e-15,0.0,7.235134777989637e-16,0.0,2.179892427629116e-15,0.0,0.0,0.0,0.0,2.2455559050310235e-17,0.0,1.665981236003329e-17,0.0,0.0,2.268957656989009e-17,0.0,3.299439415917121e-17,5.602143325485356e-18,2.9466619273888425e-17,0.0,0.0,0.0,0.0,0.0,9.040980401263297e-18,13.48,3.09,2.61,1.57
